image,superclass_index,subclass_index,description
2309.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1481.jpg,1,2,"nature photograph of a dog, specifically a standard schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4600.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5769.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5156.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3226.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3342.jpg,2,50,"nature photograph of a reptile, specifically a European fire salamander, Salamandra salamandra, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4873.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6205.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6081.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4561.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3936.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6280.jpg,0,27,"nature photograph of a bird, specifically a water ouzel, dipper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6262.jpg,1,21,"nature photograph of a dog, specifically a Chihuahua, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2082.jpg,0,51,"nature photograph of a bird, specifically a ostrich, Struthio camelus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4138.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4232.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1035.jpg,0,73,"nature photograph of a bird, specifically a dowitcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
824.jpg,2,34,"nature photograph of a reptile, specifically a tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3010.jpg,1,12,"nature photograph of a dog, specifically a Tibetan terrier, chrysanthemum dog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3607.jpg,2,67,"nature photograph of a reptile, specifically a banded gecko, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5659.jpg,2,52,"nature photograph of a reptile, specifically a triceratops, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2104.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5692.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
397.jpg,0,26,"nature photograph of a bird, specifically a albatross, mollymawk, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3565.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1181.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6175.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3143.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2584.jpg,0,59,"nature photograph of a bird, specifically a house finch, linnet, Carpodacus mexicanus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3577.jpg,0,60,"nature photograph of a bird, specifically a goldfinch, Carduelis carduelis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
228.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1340.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1168.jpg,2,13,"nature photograph of a reptile, specifically a agama, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2354.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
217.jpg,2,43,"nature photograph of a reptile, specifically a American alligator, Alligator mississipiensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2483.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3303.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2638.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3285.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4445.jpg,0,40,"nature photograph of a bird, specifically a red-backed sandpiper, dunlin, Erolia alpina, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5979.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2127.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1185.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
268.jpg,2,58,"nature photograph of a reptile, specifically a African crocodile, Nile crocodile, Crocodylus niloticus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3086.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3296.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1205.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1958.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2878.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5131.jpg,0,83,"nature photograph of a bird, specifically a robin, American robin, Turdus migratorius, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
315.jpg,0,41,"nature photograph of a bird, specifically a redshank, Tringa totanus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5465.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1337.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1080.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
35.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4911.jpg,1,12,"nature photograph of a dog, specifically a Tibetan terrier, chrysanthemum dog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3253.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3088.jpg,1,21,"nature photograph of a dog, specifically a Chihuahua, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
761.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4035.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3486.jpg,0,42,"nature photograph of a bird, specifically a oystercatcher, oyster catcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1753.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4071.jpg,1,36,"nature photograph of a dog, specifically a basset, basset hound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4104.jpg,0,78,"nature photograph of a bird, specifically a indigo bunting, indigo finch, indigo bird, Passerina cyanea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3055.jpg,0,11,"nature photograph of a bird, specifically a pelican, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4568.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2238.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
731.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1490.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3551.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3213.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
574.jpg,2,33,"nature photograph of a reptile, specifically a common iguana, iguana, Iguana iguana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3410.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
260.jpg,1,21,"nature photograph of a dog, specifically a Chihuahua, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5727.jpg,0,82,"nature photograph of a bird, specifically a ruddy turnstone, Arenaria interpres, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1555.jpg,1,85,"nature photograph of a dog, specifically a miniature schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
196.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3065.jpg,1,17,"nature photograph of a dog, specifically a cairn, cairn terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1147.jpg,2,39,"nature photograph of a reptile, specifically a frilled lizard, Chlamydosaurus kingi, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4906.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2317.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1223.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1677.jpg,2,50,"nature photograph of a reptile, specifically a European fire salamander, Salamandra salamandra, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5329.jpg,2,71,"nature photograph of a reptile, specifically a Gila monster, Heloderma suspectum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5672.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4891.jpg,2,48,"nature photograph of a reptile, specifically a American chameleon, anole, Anolis carolinensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1413.jpg,2,72,"nature photograph of a reptile, specifically a axolotl, mud puppy, Ambystoma mexicanum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3157.jpg,1,0,"nature photograph of a dog, specifically a Scotch terrier, Scottish terrier, Scottie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5342.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2746.jpg,2,55,"nature photograph of a reptile, specifically a loggerhead, loggerhead turtle, Caretta caretta, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4788.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1095.jpg,2,71,"nature photograph of a reptile, specifically a Gila monster, Heloderma suspectum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2767.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3401.jpg,2,63,"nature photograph of a reptile, specifically a bullfrog, Rana catesbeiana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2817.jpg,0,59,"nature photograph of a bird, specifically a house finch, linnet, Carpodacus mexicanus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1017.jpg,2,58,"nature photograph of a reptile, specifically a African crocodile, Nile crocodile, Crocodylus niloticus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2243.jpg,1,10,"nature photograph of a dog, specifically a Lakeland terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1069.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5420.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3021.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6130.jpg,0,51,"nature photograph of a bird, specifically a ostrich, Struthio camelus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3130.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
618.jpg,2,29,"nature photograph of a reptile, specifically a spotted salamander, Ambystoma maculatum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2709.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5360.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
848.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3289.jpg,1,32,"nature photograph of a dog, specifically a giant schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
312.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5107.jpg,2,58,"nature photograph of a reptile, specifically a African crocodile, Nile crocodile, Crocodylus niloticus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2840.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3819.jpg,0,42,"nature photograph of a bird, specifically a oystercatcher, oyster catcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5721.jpg,0,26,"nature photograph of a bird, specifically a albatross, mollymawk, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
562.jpg,2,48,"nature photograph of a reptile, specifically a American chameleon, anole, Anolis carolinensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4010.jpg,0,26,"nature photograph of a bird, specifically a albatross, mollymawk, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1977.jpg,2,43,"nature photograph of a reptile, specifically a American alligator, Alligator mississipiensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
406.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1260.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5084.jpg,2,52,"nature photograph of a reptile, specifically a triceratops, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4766.jpg,0,26,"nature photograph of a bird, specifically a albatross, mollymawk, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3453.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4187.jpg,2,29,"nature photograph of a reptile, specifically a spotted salamander, Ambystoma maculatum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3688.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2367.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1912.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1334.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2782.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5266.jpg,2,48,"nature photograph of a reptile, specifically a American chameleon, anole, Anolis carolinensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1378.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4712.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3788.jpg,2,63,"nature photograph of a reptile, specifically a bullfrog, Rana catesbeiana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
6187.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2455.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5809.jpg,0,30,"nature photograph of a bird, specifically a vulture, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
483.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4350.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3583.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5293.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
2631.jpg,1,0,"nature photograph of a dog, specifically a Scotch terrier, Scottish terrier, Scottie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1328.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5823.jpg,0,30,"nature photograph of a bird, specifically a vulture, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
470.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
1734.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5654.jpg,1,54,"nature photograph of a dog, specifically a West Highland white terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3619.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5768.jpg,2,74,"nature photograph of a reptile, specifically a whiptail, whiptail lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
510.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
3273.jpg,1,12,"nature photograph of a dog, specifically a Tibetan terrier, chrysanthemum dog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5007.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
5914.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
